tweet_id,user_handle,timestamp,tweet_text,candidate,party,retweets,likes,sentiment
171,@user1012,2024-12-07 08:20:55,"Kamala Harris's climate initiatives are setting new benchmarks.",Kamala Harris,Democratic Party,90,340,positive
172,@taxReform3,2024-12-07 09:10:40,"Trump's latest tax reforms are under heavy criticism.",Donald Trump,Republican Party,95,410,negative
173,@sustainableFuture3,2024-12-07 10:45:35,"Jill Stein's policies aim to create sustainable urban environments.",Jill Stein,Green Party,70,225,positive
174,@indieChoice3,2024-12-07 11:50:50,"Robert Kennedy's independent stance is attracting a wide range of voters.",Robert Kennedy,Independent,30,115,neutral
175,@libertyValues3,2024-12-07 12:30:40,"Chase Oliver's dedication to liberty is winning hearts.",Chase Oliver,Libertarian Party,50,175,positive
176,@ecoSupporter2,2024-12-08 08:35:25,"Jill Stein's latest environmental initiative is making waves.",Jill Stein,Green Party,65,220,positive
177,@policyWatcher2,2024-12-08 09:05:40,"Kamala Harris is leading comprehensive education reforms.",Kamala Harris,Democratic Party,80,310,positive
178,@marketLeader2,2024-12-08 10:20:35,"Trump's trade policies are boosting American manufacturing.",Donald Trump,Republican Party,90,400,positive
179,@indieVision2,2024-12-08 11:40:45,"Robert Kennedy brings innovative ideas to the forefront.",Robert Kennedy,Independent,28,105,neutral
180,@libertyAdvocate2,2024-12-08 12:50:25,"Chase Oliver's free market policies are gaining support.",Chase Oliver,Libertarian Party,50,170,positive
181,@user1013,2024-12-09 08:25:50,"Kamala Harris is addressing systemic inequality in her new policies.",Kamala Harris,Democratic Party,80,310,positive
182,@taxPolicyUpdate2,2024-12-09 09:40:35,"Trump's tax cuts are seen as favoring the wealthy.",Donald Trump,Republican Party,90,420,negative
183,@sustainableLiving3,2024-12-09 10:30:50,"Jill Stein promotes the use of electric vehicles to lower emissions.",Jill Stein,Green Party,65,205,positive
184,@independantView3,2024-12-09 11:55:20,"Robert Kennedy's policies blend diverse ideological perspectives.",Robert Kennedy,Independent,22,95,neutral
185,@freedomAdvocate3,2024-12-09 12:40:50,"Chase Oliver's economic plans focus on maximizing individual choice.",Chase Oliver,Libertarian Party,45,150,positive
186,@user1014,2024-12-10 08:50:40,"Kamala Harris continues to inspire with her leadership.",Kamala Harris,Democratic Party,95,360,positive
187,@econDebate3,2024-12-10 09:15:30,"Trump's trade approach is creating new international dynamics.",Donald Trump,Republican Party,100,440,neutral
188,@greenEnergy3,2024-12-10 10:05:50,"Jill Stein's solar energy plans are set to revolutionize the sector.",Jill Stein,Green Party,75,240,positive
189,@neutralOpinion3,2024-12-10 11:35:35,"Robert Kennedy remains neutral on several contentious issues.",Robert Kennedy,Independent,18,85,neutral
190,@libertyMovement4,2024-12-10 12:20:45,"Chase Oliver is strengthening his support among libertarians.",Chase Oliver,Libertarian Party,40,160,positive
191,@user1015,2024-12-11 08:45:55,"Kamala Harris's foreign policy initiatives are gaining global recognition.",Kamala Harris,Democratic Party,85,325,positive
192,@policyWatch3,2024-12-11 09:30:25,"Trump's healthcare policies continue to divide the nation.",Donald Trump,Republican Party,110,460,negative
193,@ecoFriendly3,2024-12-11 10:15:35,"Jill Stein is advocating for zero-waste cities nationwide.",Jill Stein,Green Party,60,215,positive
194,@indepThoughts4,2024-12-11 11:25:50,"Robert Kennedy is emphasizing the need for bipartisan cooperation.",Robert Kennedy,Independent,25,100,neutral
195,@freedomFighter4,2024-12-11 12:35:40,"Chase Oliver supports eliminating the IRS to enhance personal freedoms.",Chase Oliver,Libertarian Party,35,140,positive
196,@user1016,2024-12-12 08:20:35,"Kamala Harris's climate change initiatives are setting new goals.",Kamala Harris,Democratic Party,90,340,positive
197,@taxReform4,2024-12-12 09:10:50,"Trump's latest tax reforms are criticized for corporate favoritism.",Donald Trump,Republican Party,95,410,negative
198,@sustainableFuture4,2024-12-12 10:45:40,"Jill Stein's policies aim to make urban areas more sustainable.",Jill Stein,Green Party,70,225,positive
199,@indieChoice4,2024-12-12 11:50:55,"Robert Kennedy's independent stance is attracting a diverse electorate.",Robert Kennedy,Independent,30,115,neutral
200,@libertyValues4,2024-12-12 12:30:45,"Chase Oliver's commitment to liberty is resonating with many voters.",Chase Oliver,Libertarian Party,50,175,positive
201,@user1017,2024-12-13 08:30:10,"Kamala Harris is pushing for comprehensive healthcare reforms.",Kamala Harris,Democratic Party,85,325,positive
202,@policyGuru2,2024-12-13 09:15:45,"Trump's immigration stance is causing widespread debates.",Donald Trump,Republican Party,95,420,neutral
203,@greenAdvocate3,2024-12-13 10:05:30,"Jill Stein's renewable energy initiatives are gaining traction.",Jill Stein,Green Party,70,230,positive
204,@indieVoice3,2024-12-13 11:25:20,"Robert Kennedy is introducing innovative policies as an independent.",Robert Kennedy,Independent,30,110,neutral
205,@libertyFan2,2024-12-13 12:40:55,"Chase Oliver's tax reduction policies are attracting support.",Chase Oliver,Libertarian Party,50,180,positive
206,@user1018,2024-12-14 08:45:00,"Kamala Harris advocates for mental health awareness.",Kamala Harris,Democratic Party,90,360,positive
207,@econExpert2,2024-12-14 09:20:35,"Trump's economic strategies are a topic of heated discussions.",Donald Trump,Republican Party,100,440,neutral
208,@ecoWarrior3,2024-12-14 10:15:25,"Jill Stein's sustainable city plans are setting new standards.",Jill Stein,Green Party,75,240,positive
209,@neutralMind2,2024-12-14 11:50:10,"Robert Kennedy remains a pivotal figure in the independent race.",Robert Kennedy,Independent,25,100,neutral
210,@freedomFirst3,2024-12-14 12:55:35,"Chase Oliver promotes deregulation for economic growth.",Chase Oliver,Libertarian Party,45,160,positive
211,@user1019,2024-12-15 08:30:20,"Kamala Harris is leading efforts to improve public transportation.",Kamala Harris,Democratic Party,85,330,positive
212,@taxTalk3,2024-12-15 09:10:55,"Trump's tax plan is under scrutiny for its long-term effects.",Donald Trump,Republican Party,90,420,negative
213,@sustainability3,2024-12-15 10:25:15,"Jill Stein pushes for electric public transportation to reduce emissions.",Jill Stein,Green Party,65,205,positive
214,@indepThought4,2024-12-15 11:35:00,"Robert Kennedy's independent campaign is gaining momentum.",Robert Kennedy,Independent,22,95,neutral
215,@libertySeek3,2024-12-15 12:45:30,"Chase Oliver emphasizes the importance of personal freedoms in his policies.",Chase Oliver,Libertarian Party,40,150,positive
216,@user1020,2024-12-16 08:55:10,"Kamala Harris is making strides in infrastructure development.",Kamala Harris,Democratic Party,85,325,positive
217,@businessInsider3,2024-12-16 09:20:45,"Trump's deregulation efforts are sparking debates among experts.",Donald Trump,Republican Party,100,450,neutral
218,@greenFuture3,2024-12-16 10:40:30,"Jill Stein's focus on green technology is commendable.",Jill Stein,Green Party,60,210,positive
219,@watchingNow3,2024-12-16 11:50:20,"Robert Kennedy appeals to a broad range of voters with his policies.",Robert Kennedy,Independent,28,105,neutral
220,@freeMarket3,2024-12-16 12:30:50,"Chase Oliver supports free-market solutions for education reform.",Chase Oliver,Libertarian Party,50,170,positive
221,@user1021,2024-12-17 08:40:15,"Kamala Harris is dedicated to reducing student loan debt.",Kamala Harris,Democratic Party,85,330,positive
222,@policyMaker3,2024-12-17 09:30:50,"Trump's stance on trade tariffs is affecting international relations.",Donald Trump,Republican Party,105,470,negative
223,@ecoSupport3,2024-12-17 10:10:40,"Jill Stein's initiatives for green jobs are creating new opportunities.",Jill Stein,Green Party,60,210,positive
224,@neutralThoughts3,2024-12-17 11:25:50,"Robert Kennedy's platform lacks clarity on several key issues.",Robert Kennedy,Independent,20,90,neutral
225,@freedomVoice3,2024-12-17 12:15:25,"Chase Oliver emphasizes the importance of individual liberties in his campaign.",Chase Oliver,Libertarian Party,35,130,positive
226,@user1022,2024-12-18 08:35:30,"Kamala Harris continues to advocate for affordable housing solutions.",Kamala Harris,Democratic Party,75,290,positive
227,@marketWatch3,2024-12-18 09:05:55,"Trump's economic policies are under scrutiny from various sectors.",Donald Trump,Republican Party,115,480,neutral
228,@greenInitiative3,2024-12-18 10:20:45,"Jill Stein is leading the charge on climate change legislation.",Jill Stein,Green Party,70,230,positive
229,@indieSupport3,2024-12-18 11:40:35,"Robert Kennedy offers a unique perspective outside the mainstream parties.",Robert Kennedy,Independent,28,105,neutral
230,@libertyRights3,2024-12-18 12:50:20,"Chase Oliver advocates for the protection of gun rights.",Chase Oliver,Libertarian Party,50,170,positive
231,@user1023,2024-12-19 08:25:55,"Kamala Harris is addressing wage gaps in her latest policy proposal.",Kamala Harris,Democratic Party,80,310,positive
232,@taxPolicy3,2024-12-19 09:40:30,"Trump's tax cuts are criticized for benefiting the wealthy.",Donald Trump,Republican Party,90,420,negative
233,@sustainableLiving4,2024-12-19 10:30:50,"Jill Stein promotes the adoption of electric vehicles to combat pollution.",Jill Stein,Green Party,65,205,positive
234,@independantView4,2024-12-19 11:55:15,"Robert Kennedy's policies blend elements from both major parties.",Robert Kennedy,Independent,22,95,neutral
235,@freedomAdvocate4,2024-12-19 12:40:35,"Chase Oliver's economic plans focus on reducing government intervention.",Chase Oliver,Libertarian Party,45,150,positive
236,@user1024,2024-12-20 08:50:25,"Kamala Harris is a beacon of hope for progressive voters.",Kamala Harris,Democratic Party,95,360,positive
237,@econDebate4,2024-12-20 09:15:50,"Trump's trade policies are reshaping global markets.",Donald Trump,Republican Party,100,440,neutral
238,@greenEnergy4,2024-12-20 10:05:40,"Jill Stein's solar energy initiatives could transform the power industry.",Jill Stein,Green Party,75,240,positive
239,@neutralOpinion4,2024-12-20 11:35:25,"Robert Kennedy remains non-committal on several key issues.",Robert Kennedy,Independent,18,85,neutral
240,@libertyMovement5,2024-12-20 12:20:35,"Chase Oliver is gaining support among young libertarians.",Chase Oliver,Libertarian Party,40,160,positive
241,@user1025,2024-12-21 08:45:40,"Kamala Harris's foreign policy is gaining international attention.",Kamala Harris,Democratic Party,85,325,positive
242,@policyWatch4,2024-12-21 09:30:15,"Trump's healthcare policies are facing backlash from multiple fronts.",Donald Trump,Republican Party,110,460,negative
243,@ecoFriendly3,2024-12-21 10:15:55,"Jill Stein is pushing for zero-waste initiatives in urban areas.",Jill Stein,Green Party,60,215,positive
244,@indepThoughts5,2024-12-21 11:25:45,"Robert Kennedy is emphasizing bipartisan cooperation in his campaign.",Robert Kennedy,Independent,25,100,neutral
245,@freedomFighter5,2024-12-21 12:35:25,"Chase Oliver supports eliminating the IRS to enhance personal freedoms.",Chase Oliver,Libertarian Party,35,140,positive
246,@user1026,2024-12-22 08:20:55,"Kamala Harris's climate initiatives are setting new benchmarks.",Kamala Harris,Democratic Party,90,340,positive
247,@taxReform5,2024-12-22 09:10:50,"Trump's latest tax reforms are criticized for corporate favoritism.",Donald Trump,Republican Party,95,410,negative
248,@sustainableFuture5,2024-12-22 10:45:40,"Jill Stein's policies aim to make urban areas more sustainable.",Jill Stein,Green Party,70,225,positive
249,@indieChoice5,2024-12-22 11:50:55,"Robert Kennedy's independent stance is attracting a diverse electorate.",Robert Kennedy,Independent,30,115,neutral
250,@libertyValues5,2024-12-22 12:30:45,"Chase Oliver's commitment to liberty is resonating with many voters.",Chase Oliver,Libertarian Party,50,175,positive
251,@ecoChampion3,2024-12-23 08:30:10,"Jill Stein's new recycling initiative is receiving widespread praise.",Jill Stein,Green Party,65,220,positive
252,@policyPro3,2024-12-23 09:15:50,"Kamala Harris is rolling out new education reforms aimed at inclusivity.",Kamala Harris,Democratic Party,80,310,positive
253,@marketMover3,2024-12-23 10:05:35,"Trump's trade agreements are boosting certain American industries.",Donald Trump,Republican Party,90,400,positive
254,@indieInsight3,2024-12-23 11:45:25,"Robert Kennedy is working to unite various voter factions.",Robert Kennedy,Independent,28,105,neutral
255,@libertyVoice4,2024-12-23 12:50:50,"Chase Oliver's advocacy for free speech is gaining momentum.",Chase Oliver,Libertarian Party,50,170,positive
256,@user1027,2024-12-24 08:25:20,"Kamala Harris's healthcare policies are making significant impacts.",Kamala Harris,Democratic Party,85,330,positive
257,@taxWise3,2024-12-24 09:40:55,"Trump's tax reforms are encouraging business investments.",Donald Trump,Republican Party,95,420,positive
258,@greenVision3,2024-12-24 10:30:40,"Jill Stein envisions a sustainable future with green technologies.",Jill Stein,Green Party,70,230,positive
259,@neutralPulse3,2024-12-24 11:55:15,"Robert Kennedy maintains a balanced stance on controversial issues.",Robert Kennedy,Independent,22,95,neutral
260,@freedomAdvocacy3,2024-12-24 12:40:45,"Chase Oliver is a strong advocate for individual rights and freedoms.",Chase Oliver,Libertarian Party,45,150,positive
261,@user1028,2024-12-25 08:50:30,"Kamala Harris is a symbol of progressive leadership.",Kamala Harris,Democratic Party,95,360,positive
262,@econTalk3,2024-12-25 09:15:55,"Trump's economic strategies are showing mixed results.",Donald Trump,Republican Party,100,440,neutral
263,@greenFutureNow3,2024-12-25 10:05:30,"Jill Stein's solar projects are leading the way in renewable energy.",Jill Stein,Green Party,75,240,positive
264,@indiePerspective3,2024-12-25 11:35:25,"Robert Kennedy offers pragmatic solutions outside the party lines.",Robert Kennedy,Independent,18,85,neutral
265,@libertyMovement6,2024-12-25 12:20:45,"Chase Oliver is expanding his base among libertarian voters.",Chase Oliver,Libertarian Party,40,160,positive
266,@user1029,2024-12-26 08:45:35,"Kamala Harris's foreign policy is earning international acclaim.",Kamala Harris,Democratic Party,85,325,positive
267,@policyDebate5,2024-12-26 09:30:20,"Trump's healthcare policies continue to divide public opinion.",Donald Trump,Republican Party,110,460,negative
268,@ecoFriendlyLiving3,2024-12-26 10:15:50,"Jill Stein is pushing for zero-waste initiatives in all major cities.",Jill Stein,Green Party,60,215,positive
269,@indepThoughts6,2024-12-26 11:25:40,"Robert Kennedy is committed to bipartisan solutions.",Robert Kennedy,Independent,25,100,neutral
270,@freedomFighter6,2024-12-26 12:35:30,"Chase Oliver advocates for eliminating unnecessary government agencies.",Chase Oliver,Libertarian Party,35,140,positive
271,@user1030,2024-12-27 08:20:55,"Kamala Harris's climate initiatives are setting new goals.",Kamala Harris,Democratic Party,90,340,positive
272,@taxReform6,2024-12-27 09:10:40,"Trump's latest tax reforms are under heavy criticism.",Donald Trump,Republican Party,95,410,negative
273,@sustainableFuture6,2024-12-27 10:45:35,"Jill Stein's policies aim to create sustainable urban environments.",Jill Stein,Green Party,70,225,positive
274,@indieChoice6,2024-12-27 11:50:50,"Robert Kennedy's independent stance is attracting a wide range of voters.",Robert Kennedy,Independent,30,115,neutral
275,@libertyValues6,2024-12-27 12:30:40,"Chase Oliver's dedication to liberty is winning hearts.",Chase Oliver,Libertarian Party,50,175,positive
276,@ecoSupporter3,2024-12-28 08:35:25,"Jill Stein's latest environmental initiative is making waves.",Jill Stein,Green Party,65,220,positive
277,@policyWatcher3,2024-12-28 09:05:40,"Kamala Harris is leading comprehensive education reforms.",Kamala Harris,Democratic Party,80,310,positive
278,@marketLeader3,2024-12-28 10:20:35,"Trump's trade policies are boosting American manufacturing.",Donald Trump,Republican Party,90,400,positive
279,@indieVision3,2024-12-28 11:40:45,"Robert Kennedy brings innovative ideas to the forefront.",Robert Kennedy,Independent,28,105,neutral
280,@libertyAdvocate3,2024-12-28 12:50:25,"Chase Oliver's free market policies are gaining support.",Chase Oliver,Libertarian Party,50,170,positive
281,@user1031,2024-12-29 08:25:50,"Kamala Harris is addressing systemic inequality in her new policies.",Kamala Harris,Democratic Party,80,310,positive
282,@taxPolicyUpdate3,2024-12-29 09:40:35,"Trump's tax cuts are seen as favoring the wealthy.",Donald Trump,Republican Party,90,420,negative
283,@sustainableLiving5,2024-12-29 10:30:50,"Jill Stein promotes the use of electric vehicles to lower emissions.",Jill Stein,Green Party,65,205,positive
284,@independantView5,2024-12-29 11:55:20,"Robert Kennedy's policies blend diverse ideological perspectives.",Robert Kennedy,Independent,22,95,neutral
285,@freedomAdvocate5,2024-12-29 12:40:50,"Chase Oliver's economic plans focus on maximizing individual choice.",Chase Oliver,Libertarian Party,45,150,positive
286,@user1032,2024-12-30 08:50:40,"Kamala Harris continues to inspire with her leadership.",Kamala Harris,Democratic Party,95,360,positive
287,@econDebate5,2024-12-30 09:15:30,"Trump's trade approach is creating new international dynamics.",Donald Trump,Republican Party,100,440,neutral
288,@greenEnergy5,2024-12-30 10:05:50,"Jill Stein's solar energy plans are set to revolutionize the sector.",Jill Stein,Green Party,75,240,positive
289,@neutralOpinion5,2024-12-30 11:35:35,"Robert Kennedy remains neutral on several contentious issues.",Robert Kennedy,Independent,18,85,neutral
290,@libertyMovement7,2024-12-30 12:20:45,"Chase Oliver is strengthening his support among libertarians.",Chase Oliver,Libertarian Party,40,160,positive
291,@user1033,2024-12-31 08:45:55,"Kamala Harris's foreign policy initiatives are gaining global recognition.",Kamala Harris,Democratic Party,85,325,positive
292,@policyWatch5,2024-12-31 09:30:25,"Trump's healthcare policies continue to divide the nation.",Donald Trump,Republican Party,110,460,negative
293,@ecoFriendly4,2024-12-31 10:15:35,"Jill Stein is advocating for zero-waste cities nationwide.",Jill Stein,Green Party,60,215,positive
294,@indepThoughts7,2024-12-31 11:25:50,"Robert Kennedy is emphasizing the need for bipartisan cooperation.",Robert Kennedy,Independent,25,100,neutral
295,@freedomFighter7,2024-12-31 12:35:40,"Chase Oliver supports eliminating the IRS to enhance personal freedoms.",Chase Oliver,Libertarian Party,35,140,positive
296,@user1034,2024-01-01 08:20:35,"Kamala Harris's climate change initiatives are setting new goals.",Kamala Harris,Democratic Party,90,340,positive
297,@taxReform7,2024-01-01 09:10:50,"Trump's latest tax reforms are criticized for corporate favoritism.",Donald Trump,Republican Party,95,410,negative
298,@sustainableFuture7,2024-01-01 10:45:40,"Jill Stein's policies aim to make urban areas more sustainable.",Jill Stein,Green Party,70,225,positive
299,@indieChoice7,2024-01-01 11:50:55,"Robert Kennedy's independent stance is attracting a diverse electorate.",Robert Kennedy,Independent,30,115,neutral
300,@libertyValues7,2024-01-01 12:30:45,"Chase Oliver's commitment to liberty is resonating with many voters.",Chase Oliver,Libertarian Party,50,175,positive
301,@user1035,2024-01-02 08:25:50,"Kamala Harris is addressing systemic inequality in her new policies.",Kamala Harris,Democratic Party,80,310,positive
302,@taxPolicyUpdate4,2024-01-02 09:40:35,"Trump's tax cuts are seen as favoring the wealthy.",Donald Trump,Republican Party,90,420,negative
303,@sustainableLiving6,2024-01-02 10:30:50,"Jill Stein promotes the use of electric vehicles to lower emissions.",Jill Stein,Green Party,65,205,positive
304,@independantView6,2024-01-02 11:55:20,"Robert Kennedy's policies blend diverse ideological perspectives.",Robert Kennedy,Independent,22,95,neutral
305,@freedomAdvocate6,2024-01-02 12:40:50,"Chase Oliver's economic plans focus on maximizing individual choice.",Chase Oliver,Libertarian Party,45,150,positive
306,@user1036,2024-01-03 08:50:40,"Kamala Harris continues to inspire with her leadership.",Kamala Harris,Democratic Party,95,360,positive
307,@econDebate6,2024-01-03 09:15:30,"Trump's trade approach is creating new international dynamics.",Donald Trump,Republican Party,100,440,neutral
308,@greenEnergy6,2024-01-03 10:05:50,"Jill Stein's solar energy plans are set to revolutionize the sector.",Jill Stein,Green Party,75,240,positive
309,@neutralOpinion6,2024-01-03 11:35:35,"Robert Kennedy remains neutral on several contentious issues.",Robert Kennedy,Independent,18,85,neutral
310,@libertyMovement8,2024-01-03 12:20:45,"Chase Oliver is strengthening his support among libertarians.",Chase Oliver,Libertarian Party,40,160,positive
311,@user1037,2024-01-04 08:45:55,"Kamala Harris's foreign policy initiatives are gaining global recognition.",Kamala Harris,Democratic Party,85,325,positive
312,@policyWatch6,2024-01-04 09:30:25,"Trump's healthcare policies continue to divide the nation.",Donald Trump,Republican Party,110,460,negative
313,@ecoFriendly5,2024-01-04 10:15:35,"Jill Stein is advocating for zero-waste cities nationwide.",Jill Stein,Green Party,60,215,positive
314,@indepThoughts8,2024-01-04 11:25:50,"Robert Kennedy is emphasizing the need for bipartisan cooperation.",Robert Kennedy,Independent,25,100,neutral
315,@freedomFighter8,2024-01-04 12:35:40,"Chase Oliver supports eliminating the IRS to enhance personal freedoms.",Chase Oliver,Libertarian Party,35,140,positive
316,@user1038,2024-01-05 08:20:35,"Kamala Harris's climate change initiatives are setting new goals.",Kamala Harris,Democratic Party,90,340,positive
317,@taxReform8,2024-01-05 09:10:50,"Trump's latest tax reforms are criticized for corporate favoritism.",Donald Trump,Republican Party,95,410,negative
318,@sustainableFuture8,2024-01-05 10:45:40,"Jill Stein's policies aim to make urban areas more sustainable.",Jill Stein,Green Party,70,225,positive
319,@indieChoice8,2024-01-05 11:50:55,"Robert Kennedy's independent stance is attracting a diverse electorate.",Robert Kennedy,Independent,30,115,neutral
320,@libertyValues8,2024-01-05 12:30:45,"Chase Oliver's commitment to liberty is resonating with many voters.",Chase Oliver,Libertarian Party,50,175,positive
321,@ecoChampion4,2024-01-06 08:30:10,"Jill Stein's new recycling initiative is receiving widespread praise.",Jill Stein,Green Party,65,220,positive
322,@policyPro4,2024-01-06 09:15:50,"Kamala Harris is rolling out new education reforms aimed at inclusivity.",Kamala Harris,Democratic Party,80,310,positive
323,@marketMover4,2024-01-06 10:05:35,"Trump's trade agreements are boosting certain American industries.",Donald Trump,Republican Party,90,400,positive
324,@indieInsight4,2024-01-06 11:45:25,"Robert Kennedy is working to unite various voter factions.",Robert Kennedy,Independent,28,105,neutral
325,@libertyVoice5,2024-01-06 12:50:50,"Chase Oliver's advocacy for free speech is gaining momentum.",Chase Oliver,Libertarian Party,50,170,positive
326,@user1039,2024-01-07 08:25:20,"Kamala Harris's healthcare policies are making significant impacts.",Kamala Harris,Democratic Party,85,330,positive
327,@taxWise4,2024-01-07 09:40:55,"Trump's tax reforms are encouraging business investments.",Donald Trump,Republican Party,95,420,positive
328,@greenVision4,2024-01-07 10:30:40,"Jill Stein envisions a sustainable future with green technologies.",Jill Stein,Green Party,70,230,positive
329,@neutralPulse4,2024-01-07 11:55:15,"Robert Kennedy maintains a balanced stance on controversial issues.",Robert Kennedy,Independent,22,95,neutral
330,@freedomAdvocacy4,2024-01-07 12:40:45,"Chase Oliver is a strong advocate for individual rights and freedoms.",Chase Oliver,Libertarian Party,45,150,positive
331,@user1040,2024-01-08 08:50:30,"Kamala Harris is a symbol of progressive leadership.",Kamala Harris,Democratic Party,95,360,positive
332,@econTalk4,2024-01-08 09:15:55,"Trump's economic strategies are showing mixed results.",Donald Trump,Republican Party,100,440,neutral
333,@greenFutureNow4,2024-01-08 10:05:30,"Jill Stein's solar projects are leading the way in renewable energy.",Jill Stein,Green Party,75,240,positive
334,@indiePerspective4,2024-01-08 11:35:25,"Robert Kennedy offers pragmatic solutions outside the party lines.",Robert Kennedy,Independent,18,85,neutral
335,@libertyMovement9,2024-01-08 12:20:45,"Chase Oliver is expanding his base among libertarian voters.",Chase Oliver,Libertarian Party,40,160,positive
